,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
1360,66,cascadia-brewing-co-olympia,Cascadia Brewing Co.,micro,211 4th Ave E,,,Olympia,Washington,,98501-1104,http://www.cascadiahomebrew.com,3609432337.0,United States,-122.90017399999999,47.04491273,,https://untappd.com/brewery/199543,3.6439999999999997,906.0,3.0,1121,503,0,"1 bbl brewery located in the heart of Olympia, WA. We strive to source locally and brew with organic grains whenever possible. Don't expect to find the same beer on tap twice , most batches are one-off. We also are a full homebrew supply shop and a u-Brew. Beers range from traditional to exotic and everything in between. Show Less",Cascadia_Brewing_Co_
1361,67,cash-brewing-company-silverdale,Cash Brewing Company,brewpub,3388 NW Byron St Ste 100,,,Silverdale,Washington,,98383-8548,http://www.cashbrewing.com,3606337852.0,United States,,,,https://untappd.com/brewery/201037,3.611,5431.0,0.0,6597,2280,1,"We are a family friendly Brewery, Sports Bar and Grill
Show Less",Cash_Brewing_Company
1362,68,chainline-brewing-company-kirkland,Chainline Brewing Company,closed,503 6th St S,,,Kirkland,Washington,,98033-6717,http://www.chainlinebrewing.com,4252420923.0,United States,-122.19675829999998,47.6717847,,https://untappd.com/brewery/154165,3.7680000000000002,22317.0,228.0,27623,10073,225,"Welcome to Chainline Brewing Company. Inspired by the active outdoor lifestyle of the Pacific Northwest and situated alongside Kirkland’s brand new bicycle corridor, our goal is to provide the local community with the finest locally-made Northwest style Ales and Lagers. Look for us in local restaurants and craft beer establishments around Western Washington, or check us out in person, Children and dogs welcome! Show Less",Chainline_Brewing_Company
1363,69,chaos-bay-brewing-co-bremerton,Chaos Bay Brewing Co,micro,1100 Perry Ave Unit C,,,Bremerton,Washington,,98310-4945,https://www.chaosbaybrewing.com,3603772344.0,United States,-122.613427,47.570838,,https://untappd.com/brewery/7717,3.449,5307.0,81.0,7226,2485,30,"Beginning with our first brew in early 2010, Der Blokken Brewery has made every effort to hone a range of craft beers that are both accessible to the craft beer novice and sought after by the long time aficionado. We present a collection of classic styles - each distinctly refined - all of them delicious. Show Less",Chaos_Bay_Brewing_Co
1364,70,chief-springs-fire-and-irons-brew-pub-dayton,Chief Spring's Fire and Irons Brew Pub,brewpub,148 E Main St,,,Dayton,Washington,,99328-1351,http://www.fireandironsbrewpub.com,5093824677.0,United States,-117.9811345,46.319228499999994,,https://untappd.com/brewery/63110,3.51,921.0,22.0,1176,350,25,Show Less,Chief_Spring_s_Fire_and_Irons_Brew_Pub
1365,71,circle-7-brew-works-monroe,Circle 7 Brew Works,micro,20290 Corbridge Rd SE,,,Monroe,Washington,,98272-8602,,2067470269.0,United States,-121.9584645,47.86794845,,https://untappd.com/brewery/280857,3.657,127.0,0.0,146,114,0,CLOSED 1/1/2019 Show Less,Circle_7_Brew_Works
1366,72,cloudburst-brewing-seattle,Cloudburst Brewing,micro,2116 Western Ave,,,Seattle,Washington,,98121-2110,http://www.cloudburstbrew.com,2066026061.0,United States,-122.3452717,47.6116138,,https://untappd.com/brewery/237980,3.989,129812.0,512.0,152385,34236,1250,"2021 GABF Brewery and Brewer of the Year (1,001-2,000 Barrels).
The forecast is partly sunny with a chance of showers. Are you ready for the downpour?
Show Less",Cloudburst_Brewing
1367,73,cold-crash-brewing-seattle,Cold Crash Brewing,micro,4507 48th Ave SW,,,Seattle,Washington,,98116-4039,https://www.coldcrashbrewing.com,2064864644.0,United States,-122.39395,47.56329,,https://untappd.com/brewery/458726,3.7680000000000002,128.0,0.0,154,50,0,We're Cold Crash Brewing Company! A dedicated gluten-free establishment focused on brewing the best tasting beer with 100% gluten-free ingredients. Whether you're gluten intolerant or not we aim to brew beer that you'll enjoy. Show Less,Cold_Crash_Brewing
1368,74,cole-street-brewery-enumclaw,Cole Street Brewery,micro,1627 Cole St,,,Enumclaw,Washington,,98022-3640,http://www.colestreetbrew.com,2539516656.0,United States,-121.98891100000002,47.204514,,https://untappd.com/brewery/111004,3.6069999999999998,3364.0,109.0,4578,1259,9,"We are a Community brewery in Enumclaw, Washington at the foot of Mt. Rainier.
We have a taproom with 8 beers on tap - We try to have 1 new beer a week to try!
Open 7 days a week
We have great outdoor seating with the best view of Mt. Rainier in town!
Snacks; No food - welcome to bring in food
Dog Friendly NOT Kid Friendly
Wine and Hard Cider is available Show Less",Cole_Street_Brewery
1369,75,columbia-valley-brewing-wenatchee,Columbia Valley Brewing,micro,538 Riverside Dr,,,Wenatchee,Washington,,98801-6133,http://www.columbiavalleybrewing.com,5098889993.0,United States,-120.31402720000001,47.43353015,,https://untappd.com/brewery/28760,3.4610000000000003,1403.0,19.0,1699,827,11,"Come down to the river and enjoy craft beer brewed on-site. You can walk, jog, bicycle, or roller blade the ten mile Apple Capital Loop Trail, to end up at the Brewery for a frothy, cold, delicious beer.We are also just a few short blocks away from Wenatchee's downtown area.
We have a 1600 square foot outdoor beer garden if you care to enjoy one of our tasty brews in the warm Wenatchee sunshine. Our three large garage doors can be opened in the warmer weather to easily access the beer garden.
Dogs are welcome outside in our beer garden! Show Less",Columbia_Valley_Brewing
1370,76,counterbalance-brewing-company-seattle,Counterbalance Brewing Company,micro,503 S Michigan St Ste B,,,Seattle,Washington,,98108-3305,http://www.counterbalancebeer.com,2064533615.0,United States,,,,https://untappd.com/brewery/87014,3.72,20421.0,88.0,25167,10067,99,"Balanced beers made by and for unbalanced people in Seattle, WA. Show Less",Counterbalance_Brewing_Company
1371,77,crooked-label-brewing-company-seattle,Crooked Label Brewing Company,planning,,,,Seattle,Washington,,98125-6454,,2062931956.0,United States,,,,https://untappd.com/brewery/487482,3.702,153.0,14.0,184,88,16,Show Less,Crooked_Label_Brewing_Company
1372,78,decibel-brewing-co-bothell,Decibel Brewing Co,micro,18204 Bothell Everett Hwy Ste C,,,Bothell,Washington,,98012-6869,http://www.decibelbrewing.com,4254081946.0,United States,-122.210174,47.833364,,https://untappd.com/brewery/291645,3.615,4058.0,115.0,4949,1362,16,"Small 2bbl brewery in Bothell, WA founded in 2016 by a couple sound engineers. We make beer we like to drink. Show Less",Decibel_Brewing_Co
1373,79,dicks-brewing-co-centralia,Dicks Brewing Co,micro,3516 Galvin Rd,,,Centralia,Washington,,98531-9002,http://www.dicksbeer.com,3607367760.0,United States,-122.9999693,46.73549248,,https://untappd.com/brewery/447,3.41,32984.0,86.0,43629,18173,63,"Dick’s Brewing Company is one of the Pacific Northwest’s premiere craft breweries that appeals to an ever-growing audience who enjoys the distinctive full-bodied taste of regional beers.
Dick’s Brewing combines barley and hops to create a variety of distinctive brews that recall the simplicity of an earlier age — an age when folks took pride in the pleasures of work and the joy of craftsmanship.
Located in Centralia, Washington, Dick’s Brew Crew invites you to take a look at this unique Northwestern favorite. Join us for a tour and tasting of our variety of beers. Show Less",Dicks_Brewing_Co
1374,80,dirty-couch-brewing-seattle,Dirty Couch Brewing,micro,,,,Seattle,Washington,,98107,http://www.dirtycouchbrewing.com,2063696614.0,United States,,,,https://untappd.com/brewery/192460,4.002,10602.0,140.0,12320,3713,172,"IPAs, Saisons, and barrel-aged sours from Seattle, WA. Show Less",Dirty_Couch_Brewing
1375,81,discovery-bay-brewing-port-townsend,Discovery Bay Brewing,micro,948 N Park Avenue,,,Port Townsend,Washington,,98368-1512,,3603442999.0,United States,-122.80305940000001,48.1065812,,https://untappd.com/brewery/397954,3.5210000000000004,1308.0,35.0,1464,532,11,"Discovery Bay Brewing is an independently owned craft brewery located on the beautiful Olympic Peninsula in Washington State. Our beer flavors are derived from traditional or innovative brewing ingredients and their fermentation and whenever possible, local Northwest ingredients are used. Smaller brew batches ensure that the beer is continuously replenished and fresh. Discovery Bay Brewing is initially focusing on 7 styles of beer; India Pale Ale (IPA), brown ale, red ale, porter, amber ale, pale ale and stout.
Owner-managers Patrick Raymond and Glenn Jansen have been brewing beer together for over 17 years. Patrick has recently retired into his long-held desire to start a microbrewery after a successful career as a manager for a forestry company for over 30 years. He has lived on the Kitsap and Olympic Peninsulas for 35 years. Glenn Jansen moved to Port Townsend 3 years ago to pursue his passion for brewing beer after 36 years operating his own business as a graphic designer in Seattle. Show Less",Discovery_Bay_Brewing
1376,82,district-brewing-mount-vernon,District Brewing,brewpub,520 S Main St,,,Mount Vernon,Washington,,98273-3840,https://districtbrewco.com/,3608736714.0,United States,-122.338828,48.419204,,https://untappd.com/brewery/67113,3.752,253908.0,308.0,322353,111779,1684,Unquestionably Original Crafted Ales Show Less,District_Brewing
1377,83,dog-and-pony-alehouse-and-grill-renton,Dog & Pony Alehouse and Grill,contract,351 Park Ave N,,,Renton,Washington,,98057-5716,http://www.thedogandpony.com,4252548080.0,United States,-122.2023129,47.48758261,,https://untappd.com/brewery/459,3.84,5282504.0,1002.0,8.05M+,1.05M+,"21,611","Dogfish Head started in June 1995 when Dogfish Head Brewings & Eats was established in the beach community of Rehoboth Beach, Delaware. Dogfish Head was the first brewpub of the state. The original plan to deliver great music, delicious food and fine beers to the community came to life when the first batch of Shelter Pale Ale beers were started. Soon, Dogfish Head engaged in brewing 12 gallons of beer batches to supply the restaurant’s need. Dogfish Head brewery quickly achieved popularity beyond the state and reaches to nearby areas like Philadelphia and Washington D.C. By 2000, Dogfish Head is selling over 20 types of beers in 30 states. Show Less",Dog_Pony_Alehouse_and_Grill
1378,84,dog-days-brewing-bremerton,Dog Days Brewing,brewpub,260 4th St,,,Bremerton,Washington,,98337-1813,https://www.dogdaysbrewing.com,3606279925.0,United States,-122.6259002,47.5658843,,https://untappd.com/brewery/325267,3.5639999999999996,5198.0,178.0,6275,1658,4,Show Less,Dog_Days_Brewing
1379,85,doghaus-brewery-leavenworth,Doghaus Brewery,micro,321 9th St,,,Leavenworth,Washington,,98826-1464,http://www.doghausbrewery.com,5098601446.0,United States,-120.6598225,47.59460883,,https://untappd.com/brewery/204727,3.6830000000000003,6844.0,70.0,8182,3185,45,"Luna the Weimaraner invites you to her nano brewery with an intimate tasting room that just might be the smallest in all of Washington. Eight carefully crafted beers on tap for your enjoyment.
Look for our sidewalk signs to guide you when we are open! Show Less",Doghaus_Brewery
1380,86,doomsday-brewing-co-washougal,Doomsday Brewing Co.,micro,421 C St Ste 3,,,Washougal,Washington,,98671-2169,http://www.doomsdaybrewing.com,3603359909.0,United States,,,,https://untappd.com/brewery/46638,3.53,10704.0,92.0,13314,5169,84,"Doomsday Brewing Company was founded in September 2012 by Erik Cloe and Jake Walton. We have been friends for over 10 years, and through our admiration of the Pacific Northwest and our obsession with home brewing we have decided to bring our best selected craft brews to the masses, while they still exist.
At Doomsday Brewing, our passion is not just about creating great craft beer for customers, we want to change the perception of what beer is. Our goal is to show people what real beer tastes like. The craft beer community is growing rapidly, because people like you are learning not to settle for mediocre, mass produced beers that just don't do the job. We like to taste different characteristics and textures in multiple styles of brews. Like many brewers, we constantly produce new styles with local hops, malts, and yeast. We will never sacrifice quality for quantity. Try our beers. Try other local brewery's beers. Every palate is unique and there is something out there for you. We invite you to join us, try beers, ask questions, and help us grow the local beer community. Cheers to the little guys, the underdogs.
Doomsday is brewing! Show Less",Doomsday_Brewing_Co_
1381,87,double-bluff-brewing-langley,Double Bluff Brewing,micro,112 Anthes Ave,,,Langley,Washington,,98260-,http://www.dblfbrewing.com,3603339113.0,United States,-122.40904350000001,48.04032120000001,,https://untappd.com/brewery/185801,3.7030000000000003,3020.0,78.0,3456,1315,13,"The goal of Double Bluff Brewing Co. is to establish a local brewery on South Whidbey Island, serving only the best ales to the good people who live and visit here. Show Less",Double_Bluff_Brewing
1382,88,dunagan-brewing-co-tacoma,Dunagan Brewing Co,micro,1126 Commerce St,,,Tacoma,Washington,,98402-4307,http://www.dunaganbrewing.com,,United States,-122.43942460000001,47.25292454,,https://untappd.com/brewery/235845,3.5410000000000004,2526.0,66.0,3258,1020,8,Show Less,Dunagan_Brewing_Co
1383,89,dungeness-brewing-company-port-angeles,Dungeness Brewing Company,micro,4017 S Mount Angeles Rd,,,Port Angeles,Washington,,98362-8966,http://www.dungenessbrewing.com,3607751877.0,United States,-123.418449,48.087278999999995,,https://untappd.com/brewery/37564,3.3930000000000002,372.0,24.0,477,257,0,We are production only. No public hours. Show Less,Dungeness_Brewing_Company
1384,90,dwinell-country-ales-goldendale,Dwinell Country Ales,micro,206 W Broadway St,,,Goldendale,Washington,,98620-9130,http://www.countryales.com,5097733138.0,United States,-120.82477730000001,45.822927,,https://untappd.com/brewery/357422,4.007,8117.0,69.0,10166,4174,173,Show Less,Dwinell_Country_Ales
1385,91,dystopian-state-brewing-tacoma,Dystopian State Brewing,micro,611 S Baker St,,,Tacoma,Washington,,98402-2318,http://www.dystopianstate.com,2533023466.0,United States,-122.44330659999999,47.25836061,,https://untappd.com/brewery/305779,3.677,10936.0,107.0,13151,4397,25,Show Less,Dystopian_State_Brewing
1386,92,e2w-brewing-olalla,E2W Brewing,micro,12913 Shady Glen Ave SE,,,Olalla,Washington,,98359,https://www.facebook.com/E2WBrewing,2532147463.0,United States,-122.59406899999999,47.432463,,https://untappd.com/brewery/304363,3.7119999999999997,381.0,46.0,441,246,0,"We are a small craft brewery, creating beer brewed by beer lovers, for beer lovers. Crafted locally, enjoyed locally. Show Less",E2W_Brewing
1387,93,elk-head-brewing-co-buckley,Elk Head Brewing Co,micro,28120 State Route 410 E,,,Buckley,Washington,,98321-8721,,3608292739.0,United States,,,,https://untappd.com/brewery/10382,3.6889999999999996,3606.0,55.0,4895,1650,8,Show Less,Elk_Head_Brewing_Co
1388,94,ellersick-brewing-big-e-ales-lynnwood,Ellersick Brewing / Big E Ales,brewpub,5030 208th St SW Ste A,,,Lynnwood,Washington,,98036-7642,http://www.bigeales.com,4256727051.0,United States,-122.30184399999999,47.810408,,https://untappd.com/brewery/492,3.551,8322.0,0.0,11382,3810,0,Show Less,Ellersick_Brewing_Big_E_Ales
1389,95,elysian-brewing-co-seattle-1,Elysian Brewing Co,large,5510 Airport Way S,,,Seattle,Washington,,98108-2255,http://www.elysianbrewing.com,2068601920.0,United States,-122.3205871,47.55332429999999,,https://untappd.com/brewery/7294,3.7460000000000004,1396215.0,710.0,2.05M+,"590,617","11,640",Elysian Brewing opened its first Seattle location in 1996 on Capitol Hill and has been brewing classic and experimental beers ever since. Show Less,Elysian_Brewing_Co
1390,96,elysian-brewing-co-seattle-2,Elysian Brewing Co,large,1221 E Pike St,,,Seattle,Washington,,98122-3910,http://www.elysianbrewing.com,2068601920.0,United States,-122.31576470000002,47.613959799999996,,https://untappd.com/brewery/7294,3.7460000000000004,1396215.0,710.0,2.05M+,"590,617","11,640",Elysian Brewing opened its first Seattle location in 1996 on Capitol Hill and has been brewing classic and experimental beers ever since. Show Less,Elysian_Brewing_Co
1391,97,english-setter-brewing-company-spokane,English Setter Brewing Company,brewpub,15310 E Marietta Ave Ste 4,,,Spokane,Washington,,99216-1876,http://www.englishsetterbrewing.com,5094133663.0,United States,,,,https://untappd.com/brewery/106756,3.512,4056.0,1.0,4939,1062,0,Show Less,English_Setter_Brewing_Company
1392,98,enso-brewing-company-vashon,Enso Brewing Company,micro,,,,Vashon,Washington,,98070,,,United States,,,,https://untappd.com/brewery/396450,0.0,15.0,7.0,21,14,0,Show Less,Enso_Brewing_Company
1393,99,fair-isle-brewing-seattle,Fair Isle Brewing,planning,,,,Seattle,Washington,,98199-1121,http://www.fairislebrewing.com,2066041317.0,United States,,,,https://untappd.com/brewery/455226,4.111000000000001,12950.0,127.0,15297,4614,670,"Fair Isle Brewing is a 21+ tasting room located in the growing Ballard Brewery District specializing in saison and farmhouse-style beers. Our saisons are created with ingredients farmed and foraged in the Pacific Northwest and fermented with our house blend of wild and feral yeasts and bacterias. The taproom offers several Fair Isle draft beers, and a curated list of guest beer, cider and wine. Show Less",Fair_Isle_Brewing
1394,100,farm-shed-wines-and-brews-buckley,Farm Shed Wines & Brews,micro,22808 Sumner Buckley Hwy E,,,Buckley,Washington,,98321-8424,http://www.farmshedwines.com,8444379786.0,United States,-122.124967,47.180813,,https://untappd.com/brewery/406399,0.0,5.0,2.0,6,6,0,Show Less,Farm_Shed_Wines_Brews
1395,101,farmstrong-brewing-co-mount-vernon,Farmstrong Brewing Co,micro,110 Stewart Rd,,,Mount Vernon,Washington,,98273-9628,http://www.farmstrongbrewing.com,3608738852.0,United States,-122.33696450000001,48.4431376,,https://untappd.com/brewery/216863,3.603,16586.0,69.0,20721,8569,94,"Based out of Mount Vernon, WA we specialize in creating delicious lagers and ales while staying truly committed to local sourcing and our community. All of our recipes are made primarily from grain that is grown, malted, and brewed in the Skagit Valley. Show Less",Farmstrong_Brewing_Co
1396,102,fathom-and-league-hop-yard-brewery-sequim,Fathom & League Hop Yard Brewery,micro,360 Grandview Dr,,,Sequim,Washington,,98382-7875,http://www.fathomandleaguebrewery.com,3602860278.0,United States,,,,https://untappd.com/brewery/11933,3.589,166.0,14.0,189,138,0,Show Less,Fathom_League_Hop_Yard_Brewery
1397,103,figurehead-brewing-company-seattle,Figurehead Brewing Company,micro,4001 21st Ave W Unit B,,,Seattle,Washington,,98199-1201,http://www.figureheadbrewingcompany.com,2064927981.0,United States,,,,https://untappd.com/brewery/293879,3.6830000000000003,7584.0,149.0,8799,2568,57,Show Less,Figurehead_Brewing_Company
1398,104,fired-up-brewing-colville,Fired Up Brewing,brewpub,1235 S Main St,,,Colville,Washington,,99114-9504,http://www.facebook.com/firedupbrewing,5096843328.0,United States,-117.9057561,48.540198,,https://untappd.com/brewery/385634,3.6069999999999998,685.0,33.0,805,297,8,Show Less,Fired_Up_Brewing
1399,105,fish-brewing-co-olympia,Fish Brewing Co,micro,515 Jefferson St SE,,,Olympia,Washington,,98501-1467,http://www.fishbrewing.com,3609436480.0,United States,-122.8954179,47.03437129,,https://untappd.com/brewery/836,3.6889999999999996,598340.0,301.0,806935,268123,4403,"Founded in 2005, Maui Brewing Company is Hawaii’s largest craft brewery, operating 100% in Hawaii. MBC is based on Maui, with its production brewery, full-service restaurant and tasting room in Kihei, as well as restaurants in Lahaina (Maui), Kailua (Oahu), and Waikiki (Oahu). Maui Brewing Company is available in 20 states, 1 district, and 3 international countries with more areas to follow. MBC is a fiercely local company and has remained steadfast regarding local production. The MBC team are stewards of their communities and the ‘aina, and curators of the craft beer way of life. Their beers have been recognized worldwide for quality and innovation. Show Less",Fish_Brewing_Co
1400,106,floating-bridge-brewing-seattle,Floating Bridge Brewing,micro,722 NE 45th St,,,Seattle,Washington,,98105-4719,http://www.floatingbridgebrewing.com,2064664784.0,United States,-122.3198017,47.6615295,,https://untappd.com/brewery/285287,3.661,8474.0,0.0,9939,3349,1,Show Less,Floating_Bridge_Brewing
1401,107,floodland-brewing-seattle,Floodland Brewing,micro,3806 Woodland Park Ave North Suite 100,,,Seattle,Washington,,98103,http://www.floodlandbrewing.com,2064862854.0,United States,,,,https://untappd.com/brewery/379455,4.449,27201.0,19.0,33752,5561,761,Show Less,Floodland_Brewing
1402,108,flycaster-brewing-co-kirkland,Flycaster Brewing Co.,micro,12815 NE 124th St Ste I,,,Kirkland,Washington,,98034-8313,https://flycasterbrewing.com,2069636626.0,United States,-122.169021,47.711115,,https://untappd.com/brewery/130113,3.569,6293.0,0.0,7927,2597,0,"Open 7 days a week now! Monday thru Friday 3-9pm, Saturday 1-9pm, and Sunday 1-7pm Show Less",Flycaster_Brewing_Co_
1403,109,flyers-restaurant-and-brewery-oak-harbor,Flyers Restaurant and Brewery,brewpub,32295 State Route 20,,,Oak Harbor,Washington,,98277-5923,http://www.eatatflyers.com,3606755858.0,United States,-122.65284740000001,48.299119700000006,,https://untappd.com/brewery/538,3.517,8658.0,80.0,10961,5290,16,Show Less,Flyers_Restaurant_and_Brewery
1404,110,flying-bike-cooperative-brewery-seattle,Flying Bike Cooperative Brewery,micro,8570 Greenwood Ave N,,,Seattle,Washington,,98103-3614,http://www.flyingbike.coop,2064287709.0,United States,-122.35507209999999,47.6920561,,https://untappd.com/brewery/17668,3.76,17103.0,319.0,21263,4138,109,Flying Bike is the first cooperatively owned and operated brewery in Washington and one of a few of its kind in the nation! Become a member today! http://www.flyingbike.coop/ Show Less,Flying_Bike_Cooperative_Brewery
1405,111,flying-lion-brewing-seattle,Flying Lion Brewing,micro,5041 Rainier Ave S Ste 106,,,Seattle,Washington,,98118-1946,http://www.flyinglionbrewing.com,2066599912.0,United States,-122.2840136,47.5560348,,https://untappd.com/brewery/164381,3.707,12465.0,162.0,15475,5291,81,"Flying Lion is a family operation in Columbia City, Seattle, conceived by four beer-loving brothers and our parents. It all started with root beer batches in the basement and dinner-table discussions about beer flavors and hop utilization. Years, beers, and many late nights later, we built the brewery we’d always dreamed of right here in south Seattle. For our current tap room list, visit: https://flyinglionbrewing.com/beer-list.html Show Less",Flying_Lion_Brewing
1406,112,foggy-noggin-brewing-bothell,Foggy Noggin Brewing,micro,22329 53rd Ave SE,,,Bothell,Washington,,98021-8017,http://www.foggynogginbrewing.com,2065539223.0,United States,-122.16111699999999,47.794727,,https://untappd.com/brewery/3457,3.575,7776.0,139.0,11619,3077,41,We are brewers of great English Styled Ales on a very small 1/2 BBL system. We are one of the world’s smallest production breweries. We take great pride in every batch to bring you consistent high quality brews year-round. Show Less,Foggy_Noggin_Brewing
1407,113,fortside-brewing-company-vancouver,Fortside Brewing Company,micro,2200 NE Andresen Rd Ste B,,,Vancouver,Washington,,98661-7350,http://www.fortsidebrewing.com,3605244692.0,United States,,,,https://untappd.com/brewery/139449,3.7960000000000003,24829.0,150.0,31914,10738,234,Strengthening Craft Beer Culture in SW Washington by brewing beers worth being passionate about. Show Less,Fortside_Brewing_Company
1408,114,forward-operating-base-brewing-company-fob-brewing-dupont,Forward Operating Base Brewing Company / FOB Brewing,micro,2750 Williamson Pl Ste 100,,,Dupont,Washington,,98327-7501,http://www.fobbrewingcompany.com,2535074667.0,United States,-122.62503899999999,47.107496000000005,,https://untappd.com/brewery/364244,3.846,2800.0,73.0,3499,1045,45,Show Less,Forward_Operating_Base_Brewing_Company_FOB_Brewing
1409,115,four-eyed-guys-brewing-spokane,Four Eyed Guys Brewing,micro,Audobon,,,Spokane,Washington,,99205,http://foureyedguysbrewing.com,5097959648.0,United States,,,,https://untappd.com/brewery/325691,3.765,930.0,91.0,1115,463,37,"Four Eyed Guys Brewing specializes in small batch, true to style beers with a little Four Eyed flair. Keep an eye out for us at your favorite watering hole Show Less",Four_Eyed_Guys_Brewing
1410,116,four-generals-brewing-renton,Four Generals Brewing,micro,229 Wells Ave S,,,Renton,Washington,,98057-2131,http://www.fourgenerals.com,4252824360.0,United States,-122.20558600000001,47.4801424,,https://untappd.com/brewery/270983,3.7319999999999998,6370.0,67.0,8077,2316,58,Show Less,Four_Generals_Brewing
1411,117,four-horsemen-brewery-kent,Four Horsemen Brewery,micro,30221 148th Ave SE,,,Kent,Washington,,98042-9368,http://www.fourhorsemen.beer,2539814258.0,United States,-122.1426915,47.3844953,,https://untappd.com/brewery/270260,3.446,870.0,20.0,1038,398,7,"Our beer styles contain hops, barley, and honey produced in Washington state. We support local farmers and businesses from the state of Washington and its surrounding counties approved by the WSFMA. We use local ingredients to craft our new beer styles to ensure the growth of breweries in Washington continues to climb. Experience our tasty brews for yourself. Come in and grab a Growler, Mini Growler, or Pint to Go. Show Less",Four_Horsemen_Brewery
1412,118,fox-island-brewing-gig-harbor,Fox Island Brewing,closed,2416 14th Ave NW,,,Gig Harbor,Washington,,98335,http://www.foxislandbrewing.com,,United States,,,,https://untappd.com/brewery/223849,3.5239999999999996,523.0,69.0,598,284,0,Show Less,Fox_Island_Brewing
1413,119,friday-harbor-brewing-friday-harbor,Friday Harbor Brewing,closed,665B Mullis St,,,Friday Harbor,Washington,,98250-7902,http://www.fridayharborbrewhouse.com,3603786205.0,United States,-123.0223327,48.53026803,,https://untappd.com/brewery/342927,0.0,19.0,9.0,22,13,0,Show Less,Friday_Harbor_Brewing
1414,120,fringe-brewing-ferndale,FrinGe Brewing,micro,5640 3rd Ave,,,Ferndale,Washington,,98248,https://fringebrewing.com/,3603986071.0,United States,-122.59299999999999,48.84596,,https://untappd.com/brewery/425312,3.72,939.0,36.0,1042,381,26,"Ferndale’s first commercial brewery. We are dedicated to the art of craft brewing. We have an all-ages, dog-friendly taproom with rotating food trucks.
Show Less",FrinGe_Brewing
1415,121,gallaghers-where-u-brew-edmonds,Gallaghers' Where U Brew,micro,180 W Dayton St Ste 105,,,Edmonds,Washington,,98020-4160,http://www.whereubrew.com,4257764209.0,United States,,,,https://untappd.com/brewery/7847,3.6289999999999996,2922.0,301.0,4324,1580,9,"180 W Dayton St, Edmonds, WA 98020
Show Less",Gallaghers_Where_U_Brew
1416,122,garden-path-fermentation-burlington,Garden Path Fermentation,micro,11653 Higgins Airport Way,,,Burlington,Washington,,98233-5308,http://www.gardenpathwa.com,3605038956.0,United States,,,,https://untappd.com/brewery/399364,3.824,13446.0,92.0,15878,8264,156,"Garden Path Fermentation makes beer, mead, wine, and cider from hyperlocally sourced ingredients and 100% native Skagit Valley yeast. Fermentation takes place in open-top foudres and oak barrels, and each batch is custom blended to taste, with an emphasis on subtlety, balance, and nuance. In our tasting room and bottle shop, besides our own products, we also offer a wide range of unique guest beers, wines, and ciders made by producers from around the world who share our philosophy. Show Less",Garden_Path_Fermentation
1417,123,georgetown-brewing-co-seattle,Georgetown Brewing Co,regional,5200 Denver Ave S,,,Seattle,Washington,,98108-2246,http://www.georgetownbeer.com,2067668055.0,United States,-122.32568090000001,47.5552618,,https://untappd.com/brewery/1732,3.824,238255.0,323.0,402705,111349,2242,"Welcome to Georgetown Brewing Company, an independently owned Seattle craft brewery and maker of Manny's Pale Ale. In May of 2017, after 14 years selling beer, we went from a draft-only production facility to canning select full-time beers (hey, we always said “never say never”). Sorry, still no brewpub, but we do have a retail shop where you can pick up kegs to go, growlers, cans and perhaps get a taste of our newest beer. Or you could be social and get out to your favorite local watering hole. The only thing that hasn’t changed, we’re still focused on one thing…brewing darn tasty beer. Show Less",Georgetown_Brewing_Co
1418,124,ghost-runners-brewery-vancouver,Ghost Runners Brewery,micro,4216 NE Minnehaha St # 108,,,Vancouver,Washington,,98661-1244,,,United States,-122.639599,45.667812700000006,,https://untappd.com/brewery/51362,3.7089999999999996,11012.0,67.0,13409,6247,47,"We are a Vancouver, WA running-inspired craft brewery dedicated to producing premium quality beers. Why? Because you deserve great beer.
4216 NE Minnehaha St.#108, Vancouver, WA 98661
Taproom: T-TH 4:30-9 / F 3-10 / Sat-Sun 2:30-8 Show Less",Ghost_Runners_Brewery
1419,125,ghostfish-brewing-company-seattle,Ghostfish Brewing Company,micro,2942 1st Ave S,,,Seattle,Washington,,98134-1820,http://www.ghostfishbrewing.com,2532494650.0,United States,-122.3338908,47.5763508,,https://untappd.com/brewery/168106,3.4539999999999997,38805.0,203.0,47532,23978,474,"We are on a mission to show the world the radical flavors that are only possible by reinventing beer from the grain up. With artisan malts of unusual grains like millet, buckwheat, and heirloom rice, combined with hops from small family farms, our beers are crafted to transcend the previous limits of GF beer. Show Less",Ghostfish_Brewing_Company
1420,126,gig-harbor-brewing-tacoma,Gig Harbor Brewing,micro,3120 South Tacoma Way,,,Tacoma,Washington,,98409-4717,http://www.gigharborbrewing.com,,United States,-122.4772721,47.22805896,,https://untappd.com/brewery/237799,3.616,7498.0,43.0,9408,4161,68,"I dig a pony, where you can celebrate anything you want. Show Less",Gig_Harbor_Brewing
